text,label,url,scam_type,payment_flag,urgency_score,work_mode,company_name
Online earning opportunity. Training fee applies. Earn 200 per task. WhatsApp for more details now.,1,http://dailyearn.top,fee_scam,1,10,remote,DailyEarn Network
Accenture digital intern. Engineering background. 14000 per month stipend. Online assessment plus HR. No charges.,0,https://careers.olacabs.com,legit,0,4,remote,HDFC Bank
Simple online work. Registration fee 300 rupees. Earn 600 daily. Work from anywhere. Join now.,1,http://earnonline.xyz,fee_scam,1,7,remote,InstantEarn Corp
Content posting work from home. Advance fee 500 rupees. 150 per post. No interview. WhatsApp HR.,1,http://earnonline.xyz,fee_scam,1,7,remote,SmartWork Hub
PhonePe product intern. Engineering background. 22000 per month stipend. 2 technical rounds. Apply via LinkedIn. No fee.,0,https://careers.zomato.com,legit,0,2,remote,Zomato
Flipkart data science internship. Python ML pandas required. 25000 per month stipend. Apply via LinkedIn. Offer letter provided.,0,https://careers.infosys.com,legit,0,4,remote,HDFC Bank
Razorpay backend intern. Python Node required. 20000 per month stipend. 2 technical rounds. Apply via careers portal.,0,https://careers.swiggy.com,legit,0,3,remote,Accenture
Groww finance intern. Commerce economics background. 14000 per month stipend. Apply via Naukri. No fee required.,0,https://careers.google.com,legit,0,3,remote,TCS
Data entry from home. Pay 450 to access work portal. 300 per entry. No experience needed.,1,http://workfromhome.tk,fee_scam,1,9,remote,OnlineJob India
Student internship program with weekly payments. Refundable caution deposit needed to begin.,1,http://work-online123.online,fee_scam,1,10,remote,InstantEarn Corp
Copy paste work from home. Training fee 600 rupees. Work 2 hours daily. WhatsApp only. Apply now.,1,http://earnonline.xyz,fee_scam,1,8,remote,WorkOnline India
Easy mobile job. Pay 250 activation fee. Earn 1500 daily. No skills needed. WhatsApp now.,1,http://jobsfast.online,fee_scam,1,9,remote,SmartWork Hub
Online job available. Pay 400 processing fee. Earn 1000 daily. WhatsApp for details. Apply now.,1,http://earnonline.xyz,fee_scam,1,7,remote,WorkOnline India
Groww finance intern. Commerce economics background. 14000 per month stipend. Apply via Naukri. No fee required.,0,https://careers.olacabs.com,legit,0,4,remote,Amazon
Accenture digital intern. Engineering background. 14000 per month stipend. Online assessment plus HR. No charges.,0,https://careers.flipkart.com,legit,0,1,remote,Wipro
Microsoft Azure cloud intern. Azure certifications preferred. 30000 per month stipend. Apply via careers.microsoft.com. No charges.,0,https://careers.swiggy.com,legit,0,4,remote,Deloitte
Cleartax finance intern. Commerce background. 10000 per month stipend. 2 rounds of interview. Offer letter provided. No fee.,0,https://careers.zomato.com,legit,0,4,remote,Microsoft
Law firm internship. LLB students only. Nominal library access fee. Learning opportunity with senior lawyers.,0,https://careers.google.com,legit,0,3,remote,Microsoft
Work from home job. UPI payment to register. 500 per hour. Immediate start. Limited openings.,1,http://govt-internship.xyz,fee_scam,1,6,remote,InstantEarn Corp
HR internship at mid size firm. MBA students preferred. 6000 per month. 2 interview rounds. Offer letter on joining.,0,https://careers.hdfcbank.com,legit,0,1,remote,HCL
Government internship program. Pay 2000 processing fee. Limited seats. Urgent. WhatsApp HR immediately.,1,http://dailyearn.top,fee_scam,1,9,remote,HomeWork Pro
Data entry from home. Pay 450 to access work portal. 300 per entry. No experience needed.,1,http://incomeeasy.xyz,fee_scam,1,6,remote,HomeWork Pro
Government internship program. Pay 2000 processing fee. Limited seats. Urgent. WhatsApp HR immediately.,1,http://earnonline.xyz,fee_scam,1,8,remote,DailyEarn Network
Online tutor hiring. Pay 800 registration fee. No experience needed. WhatsApp HR. Work from home.,1,http://workfromhome.tk,fee_scam,1,6,remote,MobileJob Center
TCS software development intern. Java required. 12000 per month stipend. Offer letter provided. Apply via NextStep. No fee.,0,https://careers.swiggy.com,legit,0,4,remote,IBM
Swiggy software intern. Python Django required. 18000 per month stipend. Apply via Internshala. Offer letter. No fee.,0,https://careers.swiggy.com,legit,0,1,remote,Deloitte
Paytm backend intern. Node.js MongoDB required. 18000 per month stipend. Apply at Paytm careers page. No charges.,0,https://nextstep.tcs.com,legit,0,2,remote,Razorpay
HDFC Bank finance intern. Commerce background required. 10000 per month stipend. Apply via company portal. No fee.,0,https://careers.myntra.com,legit,0,2,remote,TCS
Content writing internship. Strong English required. 5000 per month. Assignment based selection. No hidden charges.,0,https://careers.olacabs.com,legit,0,4,remote,Razorpay
Dream11 software intern. Java Python required. 18000 per month stipend. Coding test included. Apply via campus portal.,0,https://careers.infosys.com,legit,0,4,remote,Flipkart
Work with international clients from home. Nominal fee to access training material. Apply now.,1,http://work-online123.online,fee_scam,1,6,remote,DailyEarn Network
CRED data intern. Python SQL required. 20000 per month stipend. Take home assignment. Apply via company portal. No fee.,0,https://careers.google.com,legit,0,1,remote,Myntra
Myntra frontend intern. React CSS required. 15000 per month stipend. Apply via LinkedIn. Certificate provided. No fee.,0,https://careers.microsoft.com,legit,0,3,remote,Ola
Simple online work. Registration fee 300 rupees. Earn 600 daily. Work from anywhere. Join now.,1,http://homejobs.tk,fee_scam,1,7,remote,HomeWork Pro
Ad posting job. Advance payment 1000 required. Work from mobile. Earn 800 per post. Join now!,1,http://jobsfast.online,fee_scam,1,10,remote,MobileJob Center
TCS software development intern. Java required. 12000 per month stipend. Offer letter provided. Apply via NextStep. No fee.,0,https://careers.myntra.com,legit,0,2,remote,Swiggy
Work from home job. UPI payment to register. 500 per hour. Immediate start. Limited openings.,1,http://work-online123.online,fee_scam,1,10,remote,QuickJob India
Zomato marketing intern. Digital marketing experience preferred. 12000 per month stipend. Apply via Internshala. No fee.,0,https://careers.zomato.com,legit,0,2,remote,PhonePe
Work from home internship. Pay advance fee. Earn weekly. WhatsApp HR. Limited slots available now.,1,http://earnonline.xyz,fee_scam,1,7,remote,OnlineJob India
CRED data intern. Python SQL required. 20000 per month stipend. Take home assignment. Apply via company portal. No fee.,0,https://careers.flipkart.com,legit,0,3,remote,HCL
Easy mobile job. Pay 250 activation fee. Earn 1500 daily. No skills needed. WhatsApp now.,1,http://earnonline.xyz,fee_scam,1,6,remote,DailyEarn Network
Meesho operations intern. Any background. 12000 per month stipend. Group discussion plus HR. Apply via Naukri. No fee.,0,https://amazon.jobs,legit,0,2,remote,TCS
Simple online work. Registration fee 300 rupees. Earn 600 daily. Work from anywhere. Join now.,1,http://govt-internship.xyz,fee_scam,1,8,remote,InstantEarn Corp
Lenskart AI research intern. Python deep learning required. 35000 per month stipend. Apply via careers portal. No fee.,0,https://nextstep.tcs.com,legit,0,4,remote,TCS
Deloitte business analyst intern. MBA preferred. 20000 per month stipend. Case study interview. Apply via Deloitte. No fee.,0,https://careers.olacabs.com,legit,0,4,remote,HDFC Bank
Nykaa marketing intern. MBA students preferred. 15000 per month stipend. Apply via Internshala. No fee required.,0,https://careers.microsoft.com,legit,0,4,remote,Zomato
Part time work from home. Pay 500 joining fee. Earn 5000 daily. WhatsApp now. Limited openings.,1,http://earnonline.xyz,fee_scam,1,7,remote,QuickJob India
Freshworks software intern. Java Python required. 20000 per month stipend. Coding assessment plus HR. No fee.,0,https://careers.zomato.com,legit,0,3,remote,Byju's
Pay 999 rupees registration fee to confirm your internship seat. UPI fastjobs gpay. WhatsApp 9988776655. Limited slots!,1,http://workfromhome.tk,fee_scam,1,8,remote,DailyEarn Network
Accenture digital intern. Engineering background. 14000 per month stipend. Online assessment plus HR. No charges.,0,https://careers.google.com,legit,0,3,remote,Paytm
Affiliate marketing job. Pay 999 starter fee. Earn 800 per referral. Work from home. Apply now.,1,http://fastearning.site,fee_scam,1,6,remote,OnlineJob India
Zoho product intern. Engineering background. 15000 per month stipend. Technical interview. Apply via Zoho careers. No fee.,0,https://nextstep.tcs.com,legit,0,3,remote,Deloitte
Work from home opportunity. Pay small fee to confirm seat. Earn 3000 weekly. Urgent. WhatsApp HR.,1,http://wfh-jobs.tk,fee_scam,1,8,remote,OnlineJob India
Join our affiliate program earn commissions daily. Small investment required to activate account.,1,http://wfh-jobs.tk,fee_scam,1,10,remote,EasyIncome Hub
Paytm backend intern. Node.js MongoDB required. 18000 per month stipend. Apply at Paytm careers page. No charges.,0,https://careers.microsoft.com,legit,0,1,remote,Microsoft
Online tutor hiring. Pay 800 registration fee. No experience needed. WhatsApp HR. Work from home.,1,http://incomeeasy.xyz,fee_scam,1,8,remote,FastEarn Solutions
Internet job available. Registration fee applies. Earn 500 daily. No qualification required. Apply now.,1,http://earnonline.xyz,fee_scam,1,10,remote,FastEarn Solutions
Home typing job. Training charge 400 rupees. 60 per page. No experience needed. WhatsApp HR now.,1,http://quickearn.top,fee_scam,1,6,remote,HomeWork Pro
Online customer support role. Training charge applicable. Earn 25000 monthly from home.,1,http://easyjobs.xyz,fee_scam,1,9,remote,WorkOnline India
Easy mobile job. Pay 250 activation fee. Earn 1500 daily. No skills needed. WhatsApp now.,1,http://work-online123.online,fee_scam,1,7,remote,EasyIncome Hub
Simple online work. Registration fee 300 rupees. Earn 600 daily. Work from anywhere. Join now.,1,http://jobsfast.online,fee_scam,1,10,remote,WorkOnline India
IBM cloud intern. Computer science required. 16000 per month stipend. Apply via IBM campus recruitment. No fee.,0,https://careers.hdfcbank.com,legit,0,2,remote,HDFC Bank
Copy paste work from home. Training fee 600 rupees. Work 2 hours daily. WhatsApp only. Apply now.,1,http://easyjobs.xyz,fee_scam,1,8,remote,InstantEarn Corp
Form filling job online. Pay 999 advance to start. No interview. Immediate joining. WhatsApp HR.,1,http://dailyearn.top,fee_scam,1,6,remote,WorkOnline India
Earn 2000 daily from home. Pay 300 activation fee. Simple mobile tasks. No skills needed. Apply now.,1,http://earnonline.xyz,fee_scam,1,7,remote,QuickJob India
Ather Energy hardware intern. Electronics background. 15000 per month stipend. Technical interview. Apply via LinkedIn.,0,https://careers.flipkart.com,legit,0,3,remote,Paytm
Zepto supply chain intern. Operations background. 14000 per month stipend. 2 interview rounds. No charges.,0,https://careers.infosys.com,legit,0,1,remote,Paytm
Finance internship at CA firm. Commerce background required. 3000 per month. Professional exam fee not included.,0,https://careers.microsoft.com,legit,0,1,remote,IBM
Freshworks software intern. Java Python required. 20000 per month stipend. Coding assessment plus HR. No fee.,0,https://amazon.jobs,legit,0,3,remote,Ola
Reseller work from home. Pay 1500 training fee to confirm seat. UPI fastjobs gpay. Urgent hiring.,1,http://workfromhome.tk,fee_scam,1,8,remote,MobileJob Center
TCS software development intern. Java required. 12000 per month stipend. Offer letter provided. Apply via NextStep. No fee.,0,https://careers.infosys.com,legit,0,4,remote,Amazon
Deloitte business analyst intern. MBA preferred. 20000 per month stipend. Case study interview. Apply via Deloitte. No fee.,0,https://careers.google.com,legit,0,3,remote,PhonePe
Work from home job. UPI payment to register. 500 per hour. Immediate start. Limited openings.,1,http://workfromhome.tk,fee_scam,1,6,remote,EasyIncome Hub
Deloitte business analyst intern. MBA preferred. 20000 per month stipend. Case study interview. Apply via Deloitte. No fee.,0,https://careers.myntra.com,legit,0,3,remote,HCL
Online earning opportunity. Training fee applies. Earn 200 per task. WhatsApp for more details now.,1,http://incomeeasy.xyz,fee_scam,1,6,remote,MobileJob Center
Freshworks software intern. Java Python required. 20000 per month stipend. Coding assessment plus HR. No fee.,0,https://razorpay.com/careers,legit,0,1,remote,Infosys
Internet job available. Registration fee applies. Earn 500 daily. No qualification required. Apply now.,1,http://easyjobs.xyz,fee_scam,1,6,remote,InstantEarn Corp
Byju content intern. Subject expertise required. 12000 per month stipend. Written test plus interview. No fee.,0,https://careers.infosys.com,legit,0,2,remote,Amazon
Mobile job opportunity. Pay 150 registration. Earn 1000 per day. Work from home. Seats limited.,1,http://homejobs.tk,fee_scam,1,8,remote,InstantEarn Corp
Myntra frontend intern. React CSS required. 15000 per month stipend. Apply via LinkedIn. Certificate provided. No fee.,0,https://careers.myntra.com,legit,0,4,remote,IBM
Infosys hiring software interns. Java Spring Boot required. 15000 per month stipend. 3 months. Apply via Naukri. No fee.,0,https://nextstep.tcs.com,legit,0,4,remote,Microsoft
Urban Company product intern. MBA students. 18000 per month stipend. Case interview. Apply via LinkedIn. No fee.,0,https://careers.myntra.com,legit,0,4,remote,Flipkart
Zoho product intern. Engineering background. 15000 per month stipend. Technical interview. Apply via Zoho careers. No fee.,0,https://nextstep.tcs.com,legit,0,3,remote,Wipro
Ad posting job. Advance payment 1000 required. Work from mobile. Earn 800 per post. Join now!,1,http://fastearning.site,fee_scam,1,7,remote,WorkOnline India
Work from home internship. Pay advance fee. Earn weekly. WhatsApp HR. Limited slots available now.,1,http://earnonline.xyz,fee_scam,1,7,remote,InstantEarn Corp
Meesho operations intern. Any background. 12000 per month stipend. Group discussion plus HR. Apply via Naukri. No fee.,0,https://careers.swiggy.com,legit,0,3,remote,Flipkart
Ad posting job. Advance payment 1000 required. Work from mobile. Earn 800 per post. Join now!,1,http://jobsfast.online,fee_scam,1,6,remote,WorkOnline India
HDFC Bank finance intern. Commerce background required. 10000 per month stipend. Apply via company portal. No fee.,0,https://careers.zomato.com,legit,0,2,remote,HDFC Bank
Home based job. UPI payment required to join. 400 per hour. Immediate start available. Apply now.,1,http://govt-internship.xyz,fee_scam,1,6,remote,InstantEarn Corp
Content posting work from home. Advance fee 500 rupees. 150 per post. No interview. WhatsApp HR.,1,http://incomeeasy.xyz,fee_scam,1,10,remote,EasyIncome Hub
HCL software intern. Python SQL required. 10000 per month stipend. Interview technical plus HR round. No fee.,0,https://careers.google.com,legit,0,3,remote,Infosys
Digital marketing work from home. Registration fee 1500 rupees. Urgent hiring. WhatsApp for details.,1,http://wfh-jobs.tk,fee_scam,1,10,remote,HomeWork Pro
Zoho product intern. Engineering background. 15000 per month stipend. Technical interview. Apply via Zoho careers. No fee.,0,https://careers.flipkart.com,legit,0,2,remote,Razorpay
Infosys hiring software interns. Java Spring Boot required. 15000 per month stipend. 3 months. Apply via Naukri. No fee.,0,https://nextstep.tcs.com,legit,0,2,remote,Zomato
Data entry from home. Pay 450 to access work portal. 300 per entry. No experience needed.,1,http://quickearn.top,fee_scam,1,10,remote,HomeWork Pro
Online data job from home. Processing fee 550 rupees. Earn daily. No interview. Immediate joining.,1,http://fastearning.site,fee_scam,1,7,remote,DailyEarn Network
Lenskart AI research intern. Python deep learning required. 35000 per month stipend. Apply via careers portal. No fee.,0,https://razorpay.com/careers,legit,0,3,remote,IBM
IBM cloud intern. Computer science required. 16000 per month stipend. Apply via IBM campus recruitment. No fee.,0,https://razorpay.com/careers,legit,0,1,remote,Flipkart
Zepto supply chain intern. Operations background. 14000 per month stipend. 2 interview rounds. No charges.,0,https://razorpay.com/careers,legit,0,3,remote,Google
IBM cloud intern. Computer science required. 16000 per month stipend. Apply via IBM campus recruitment. No fee.,0,https://careers.flipkart.com,legit,0,3,remote,Byju's
Myntra frontend intern. React CSS required. 15000 per month stipend. Apply via LinkedIn. Certificate provided. No fee.,0,https://careers.google.com,legit,0,3,remote,Swiggy
Digital marketing work from home. Registration fee 1500 rupees. Urgent hiring. WhatsApp for details.,1,http://fastearning.site,fee_scam,1,9,remote,HomeWork Pro
Ather Energy hardware intern. Electronics background. 15000 per month stipend. Technical interview. Apply via LinkedIn.,0,https://careers.hdfcbank.com,legit,0,1,remote,Flipkart
Hiring home based workers for simple tasks. Nominal one time charge for starter kit. Apply now.,1,http://earnonline.xyz,fee_scam,1,8,remote,InstantEarn Corp
Mobile job opportunity. Pay 150 registration. Earn 1000 per day. Work from home. Seats limited.,1,http://jobsfast.online,fee_scam,1,6,remote,OnlineJob India
Online earning opportunity. Training fee applies. Earn 200 per task. WhatsApp for more details now.,1,http://earnonline.xyz,fee_scam,1,7,remote,SmartWork Hub
Meesho operations intern. Any background. 12000 per month stipend. Group discussion plus HR. Apply via Naukri. No fee.,0,https://nextstep.tcs.com,legit,0,3,remote,Infosys
Razorpay backend intern. Python Node required. 20000 per month stipend. 2 technical rounds. Apply via careers portal.,0,https://amazon.jobs,legit,0,1,remote,Google
Freelance project available. Account activation charge applies. Immediate start possible.,1,http://earnonline.xyz,fee_scam,1,9,remote,MobileJob Center
Government internship program. Pay 2000 processing fee. Limited seats. Urgent. WhatsApp HR immediately.,1,http://incomeeasy.xyz,fee_scam,1,9,remote,QuickJob India
Zoho product intern. Engineering background. 15000 per month stipend. Technical interview. Apply via Zoho careers. No fee.,0,https://careers.olacabs.com,legit,0,1,remote,HCL
Nykaa marketing intern. MBA students preferred. 15000 per month stipend. Apply via Internshala. No fee required.,0,https://careers.infosys.com,legit,0,2,remote,Myntra
Survey and form filling work from home. Registration 350 rupees. Earn 200 per task. Join now.,1,http://govt-internship.xyz,fee_scam,1,8,remote,HomeWork Pro
Online earning opportunity. Training fee applies. Earn 200 per task. WhatsApp for more details now.,1,http://workfromhome.tk,fee_scam,1,10,remote,OnlineJob India
Online job available. Pay 400 processing fee. Earn 1000 daily. WhatsApp for details. Apply now.,1,http://dailyearn.top,fee_scam,1,9,remote,WorkOnline India
Online job available. Pay 400 processing fee. Earn 1000 daily. WhatsApp for details. Apply now.,1,http://workfromhome.tk,fee_scam,1,8,remote,SmartWork Hub
Google Software Engineering Intern 2025. Python algorithms system design required. 80000 per month stipend. Apply via careers.google.com. No fee required.,0,https://amazon.jobs,legit,0,4,remote,Accenture
Myntra frontend intern. React CSS required. 15000 per month stipend. Apply via LinkedIn. Certificate provided. No fee.,0,https://careers.infosys.com,legit,0,2,remote,Flipkart
Typing work from home. Registration fee 499 rupees. No qualification required. WhatsApp HR. Apply now.,1,http://homejobs.tk,fee_scam,1,7,remote,InstantEarn Corp
Google Software Engineering Intern 2025. Python algorithms system design required. 80000 per month stipend. Apply via careers.google.com. No fee required.,0,https://careers.zomato.com,legit,0,4,remote,Myntra
Easy mobile job. Pay 250 activation fee. Earn 1500 daily. No skills needed. WhatsApp now.,1,http://homejobs.tk,fee_scam,1,6,remote,MobileJob Center
CRED data intern. Python SQL required. 20000 per month stipend. Take home assignment. Apply via company portal. No fee.,0,https://careers.swiggy.com,legit,0,3,remote,Wipro
Pay 999 rupees registration fee to confirm your internship seat. UPI fastjobs gpay. WhatsApp 9988776655. Limited slots!,1,http://incomeeasy.xyz,fee_scam,1,8,remote,DailyEarn Network
CRED data intern. Python SQL required. 20000 per month stipend. Take home assignment. Apply via company portal. No fee.,0,https://razorpay.com/careers,legit,0,1,remote,Deloitte
Freshworks software intern. Java Python required. 20000 per month stipend. Coding assessment plus HR. No fee.,0,https://careers.infosys.com,legit,0,1,remote,Razorpay
Package packing work from home. Security deposit 2000 rupees. Earn 300 per hour. Call HR immediately.,1,http://homejobs.tk,fee_scam,1,8,remote,QuickJob India
Work from home job. UPI payment to register. 500 per hour. Immediate start. Limited openings.,1,http://work-online123.online,fee_scam,1,6,remote,SmartWork Hub
Zoho product intern. Engineering background. 15000 per month stipend. Technical interview. Apply via Zoho careers. No fee.,0,https://nextstep.tcs.com,legit,0,3,remote,IBM
Wipro cybersecurity intern. Networking basics required. 12000 per month stipend. Apply via Wipro campus portal. No fee.,0,https://careers.myntra.com,legit,0,4,remote,Flipkart
TCS software development intern. Java required. 12000 per month stipend. Offer letter provided. Apply via NextStep. No fee.,0,https://careers.swiggy.com,legit,0,1,remote,Wipro
Urban Company product intern. MBA students. 18000 per month stipend. Case interview. Apply via LinkedIn. No fee.,0,https://careers.microsoft.com,legit,0,3,remote,PhonePe
Package packing work from home. Security deposit 2000 rupees. Earn 300 per hour. Call HR immediately.,1,http://quickearn.top,fee_scam,1,10,remote,QuickJob India
Data entry from home. Pay 450 to access work portal. 300 per entry. No experience needed.,1,http://jobsfast.online,fee_scam,1,7,remote,EasyIncome Hub
TCS software development intern. Java required. 12000 per month stipend. Offer letter provided. Apply via NextStep. No fee.,0,https://careers.myntra.com,legit,0,2,remote,Deloitte
Content posting work from home. Advance fee 500 rupees. 150 per post. No interview. WhatsApp HR.,1,http://govt-internship.xyz,fee_scam,1,10,remote,WorkOnline India
Zomato marketing intern. Digital marketing experience preferred. 12000 per month stipend. Apply via Internshala. No fee.,0,https://careers.swiggy.com,legit,0,3,remote,Flipkart
Swiggy product management intern. MBA students preferred. 20000 per month stipend. Interview process 2 rounds. No fee.,0,https://nextstep.tcs.com,legit,0,4,remote,Amazon
Work from home data entry job. Earn 50000 weekly. No experience needed. Pay 500 training fee. WhatsApp HR now.,1,http://jobsfast.online,fee_scam,1,10,remote,OnlineJob India
Urban Company product intern. MBA students. 18000 per month stipend. Case interview. Apply via LinkedIn. No fee.,0,https://careers.myntra.com,legit,0,1,remote,IBM
Ad posting job. Advance payment 1000 required. Work from mobile. Earn 800 per post. Join now!,1,http://workfromhome.tk,fee_scam,1,6,remote,DailyEarn Network
Package packing work from home. Security deposit 2000 rupees. Earn 300 per hour. Call HR immediately.,1,http://work-online123.online,fee_scam,1,8,remote,DailyEarn Network
Zomato marketing intern. Digital marketing experience preferred. 12000 per month stipend. Apply via Internshala. No fee.,0,https://careers.swiggy.com,legit,0,1,remote,Ola
Journalism internship. Writing skills required. No stipend. Press card and byline provided. Portfolio building.,0,https://razorpay.com/careers,legit,0,4,remote,Microsoft
Swiggy software intern. Python Django required. 18000 per month stipend. Apply via Internshala. Offer letter. No fee.,0,https://careers.infosys.com,legit,0,1,remote,Microsoft
HDFC Bank finance intern. Commerce background required. 10000 per month stipend. Apply via company portal. No fee.,0,https://careers.infosys.com,legit,0,2,remote,Accenture
HCL software intern. Python SQL required. 10000 per month stipend. Interview technical plus HR round. No fee.,0,https://careers.zomato.com,legit,0,4,remote,Wipro
Ola product intern. Analytical skills required. 20000 per month stipend. Apply via careers.olacabs.com. No charges.,0,https://careers.swiggy.com,legit,0,3,remote,Swiggy
Video watching job. Registration 200 rupees. Earn 50 per video. Work 2 hours daily. Join today.,1,http://easyjobs.xyz,fee_scam,1,10,remote,WorkOnline India
MLM network marketing. Registration fee 799 rupees. Refer others earn 1000 per referral. WhatsApp now.,1,http://workfromhome.tk,fee_scam,1,6,remote,QuickJob India
Razorpay backend intern. Python Node required. 20000 per month stipend. 2 technical rounds. Apply via careers portal.,0,https://razorpay.com/careers,legit,0,1,remote,Swiggy
Video watching job. Registration 200 rupees. Earn 50 per video. Work 2 hours daily. Join today.,1,http://incomeeasy.xyz,fee_scam,1,8,remote,QuickJob India
Nykaa marketing intern. MBA students preferred. 15000 per month stipend. Apply via Internshala. No fee required.,0,https://amazon.jobs,legit,0,4,remote,Wipro
Earn extra income from home. Simple tasks. One time setup charge applies. Seats limited. Apply fast.,1,http://workfromhome.tk,fee_scam,1,9,remote,InstantEarn Corp
Deloitte business analyst intern. MBA preferred. 20000 per month stipend. Case study interview. Apply via Deloitte. No fee.,0,https://careers.microsoft.com,legit,0,1,remote,Zomato
Affiliate marketing job. Pay 999 starter fee. Earn 800 per referral. Work from home. Apply now.,1,http://quickearn.top,fee_scam,1,6,remote,MobileJob Center
Image tagging work. Training fee 300 rupees. Work from mobile. 100 per image. Apply now urgent.,1,http://easyjobs.xyz,fee_scam,1,9,remote,OnlineJob India
Online data job from home. Processing fee 550 rupees. Earn daily. No interview. Immediate joining.,1,http://jobsfast.online,fee_scam,1,6,remote,DailyEarn Network
Nykaa marketing intern. MBA students preferred. 15000 per month stipend. Apply via Internshala. No fee required.,0,https://careers.flipkart.com,legit,0,1,remote,Paytm
Design internship at Bangalore startup. Figma skills required. Unpaid but certificate provided. Small material fee may apply.,0,https://careers.google.com,legit,0,3,remote,Zomato
Razorpay backend intern. Python Node required. 20000 per month stipend. 2 technical rounds. Apply via careers portal.,0,https://careers.flipkart.com,legit,0,3,remote,Microsoft
Microsoft Azure cloud intern. Azure certifications preferred. 30000 per month stipend. Apply via careers.microsoft.com. No charges.,0,https://careers.microsoft.com,legit,0,1,remote,Myntra
Government internship program. Pay 2000 processing fee. Limited seats. Urgent. WhatsApp HR immediately.,1,http://fastearning.site,fee_scam,1,9,remote,InstantEarn Corp
Content posting work from home. Advance fee 500 rupees. 150 per post. No interview. WhatsApp HR.,1,http://work-online123.online,fee_scam,1,9,remote,HomeWork Pro
Quality checking work from home. Security deposit 800 rupees. 250 per task. Flexible hours apply now.,1,http://jobsfast.online,fee_scam,1,10,remote,EasyIncome Hub
Part time work from home. Pay 500 joining fee. Earn 5000 daily. WhatsApp now. Limited openings.,1,http://jobsfast.online,fee_scam,1,6,remote,WorkOnline India
Razorpay UI UX Design Intern. Figma Adobe XD required. 15000 per month stipend. Apply at LetsIntern. No fee charged.,0,https://careers.zomato.com,legit,0,4,remote,Infosys
Myntra frontend intern. React CSS required. 15000 per month stipend. Apply via LinkedIn. Certificate provided. No fee.,0,https://careers.google.com,legit,0,1,remote,HCL
Pay 999 rupees registration fee to confirm your internship seat. UPI fastjobs gpay. WhatsApp 9988776655. Limited slots!,1,http://quickearn.top,fee_scam,1,9,remote,OnlineJob India
Ather Energy hardware intern. Electronics background. 15000 per month stipend. Technical interview. Apply via LinkedIn.,0,https://nextstep.tcs.com,legit,0,4,remote,Paytm
Razorpay UI UX Design Intern. Figma Adobe XD required. 15000 per month stipend. Apply at LetsIntern. No fee charged.,0,https://careers.microsoft.com,legit,0,4,remote,Flipkart
Online earning opportunity. Training fee applies. Earn 200 per task. WhatsApp for more details now.,1,http://fastearning.site,fee_scam,1,7,remote,WorkOnline India
Wipro cybersecurity intern. Networking basics required. 12000 per month stipend. Apply via Wipro campus portal. No fee.,0,https://nextstep.tcs.com,legit,0,3,remote,HCL
Typing work from home. Registration fee 499 rupees. No qualification required. WhatsApp HR. Apply now.,1,http://govt-internship.xyz,fee_scam,1,6,remote,MobileJob Center
HCL software intern. Python SQL required. 10000 per month stipend. Interview technical plus HR round. No fee.,0,https://careers.flipkart.com,legit,0,4,remote,Wipro
Online earning opportunity. Training fee applies. Earn 200 per task. WhatsApp for more details now.,1,http://jobsfast.online,fee_scam,1,9,remote,QuickJob India
Lenskart AI research intern. Python deep learning required. 35000 per month stipend. Apply via careers portal. No fee.,0,https://careers.microsoft.com,legit,0,2,remote,Myntra
HCL software intern. Python SQL required. 10000 per month stipend. Interview technical plus HR round. No fee.,0,https://careers.swiggy.com,legit,0,1,remote,Swiggy
Content posting work from home. Advance fee 500 rupees. 150 per post. No interview. WhatsApp HR.,1,http://jobsfast.online,fee_scam,1,10,remote,QuickJob India
Hospital management internship. Healthcare background preferred. 5000 per month. Uniform deposit refundable on completion.,0,https://careers.hdfcbank.com,legit,0,3,remote,Zomato
Accenture digital intern. Engineering background. 14000 per month stipend. Online assessment plus HR. No charges.,0,https://careers.swiggy.com,legit,0,2,remote,Microsoft
Captcha typing work from home. Earn 200 per hour. Security deposit 1500 rupees. WhatsApp 9000011111.,1,http://govt-internship.xyz,fee_scam,1,8,remote,HomeWork Pro
Quality checking work from home. Security deposit 800 rupees. 250 per task. Flexible hours apply now.,1,http://wfh-jobs.tk,fee_scam,1,10,remote,HomeWork Pro
TCS software development intern. Java required. 12000 per month stipend. Offer letter provided. Apply via NextStep. No fee.,0,https://razorpay.com/careers,legit,0,2,remote,Razorpay
Simple online work. Registration fee 300 rupees. Earn 600 daily. Work from anywhere. Join now.,1,http://incomeeasy.xyz,fee_scam,1,9,remote,InstantEarn Corp
Swiggy product management intern. MBA students preferred. 20000 per month stipend. Interview process 2 rounds. No fee.,0,https://nextstep.tcs.com,legit,0,4,remote,Byju's
Deloitte business analyst intern. MBA preferred. 20000 per month stipend. Case study interview. Apply via Deloitte. No fee.,0,https://careers.myntra.com,legit,0,3,remote,Byju's
CRED data intern. Python SQL required. 20000 per month stipend. Take home assignment. Apply via company portal. No fee.,0,https://careers.myntra.com,legit,0,2,remote,Myntra
Lenskart AI research intern. Python deep learning required. 35000 per month stipend. Apply via careers portal. No fee.,0,https://amazon.jobs,legit,0,4,remote,Razorpay
Paytm backend intern. Node.js MongoDB required. 18000 per month stipend. Apply at Paytm careers page. No charges.,0,https://amazon.jobs,legit,0,3,remote,TCS
